Day,Open,High,Low,Close,Adj Close,Volume
3123,149.899994,151.199997,148.199997,149.179993,103.747559,16715320
3124,149.100006,150.300003,142.300003,144.195007,100.280731,3880660
3125,144.195007,146.899994,135.070007,141.074997,98.110901,6926890
3126,143,144.5,138.625,140.764999,97.895309,4630920
3127,143.979996,148.800003,143,146.850006,102.127136,5844120
3128,149.899994,155.5,149.899994,153.645004,106.852745,6332650
3129,152,157.5,149.229996,156.225006,108.647018,5442320
3130,157.800003,159,154.029999,155.684998,108.271492,1739240
3131,159.600006,159.770004,155.514999,157.190002,109.31813,2744710
3132,157,157,150.899994,153.720001,106.904907,3969550
3133,154,157,149.714996,154.085007,107.158745,2989200
3134,147.039993,153.970001,146.005005,147.429993,102.530518,4719170
3135,149.889999,150.979996,139.535004,142.175003,98.875923,13660880
3136,145,146.945007,144.5,145.490005,101.181351,6175120
3137,147,148.660004,144.130005,145.229996,101.000504,4606010
3138,146.889999,149.100006,145.199997,147.255005,102.408821,6249960
3139,146,147.429993,141.169998,145.675003,101.309982,6846950
3140,143,143,136.210007,138.990005,96.660904,5088000
3141,139.5,139.5,129.324997,135.175003,94.007759,8482070
3142,134.199997,135.175003,132.024994,133.274994,92.686394,6217520
3143,133,133,125.695,128.225006,89.174362,9191920
3144,126.5,132.860001,122.510002,131.149994,91.208549,7782270
3145,128.509995,135.100006,127.019997,133.320007,92.717682,10376620
3146,139.399994,143.979996,134.639999,137.054993,95.315193,6236940
3147,134,134.5,128.565002,129.914993,90.349655,4279850
3148,129.5,132.589996,127.5,131.544998,91.483261,4503400
3149,124.5,127.5,119.5,122.599998,85.262421,8637180
3150,122.400002,123.800003,116.555,123.095001,85.606674,12111460
3151,127.5,133.494995,124.5,127.260002,88.503242,12654460
3152,128.514999,135.100006,128.514999,134.190002,93.322723,6442120
3153,137,143.5,136.5,141.399994,98.336937,8768630
3154,140.119995,145.664993,139.660004,143.919998,100.08947,12330840
3155,140.119995,146.720001,138.600006,143.320007,99.672226,8577870
3156,142.5,142.625,136.600006,140.699997,97.850121,6065070
3157,140,140,129.029999,133.125,92.582077,11801070
3158,132.005005,134,127,130.955002,91.072937,7568270
3159,138,140.100006,130.800003,132.800003,92.356041,6711830
3160,132.5,136.850006,130.509995,133.115005,92.575119,5759050
3161,132,132.005005,128.559998,129.384995,89.981079,11649660
3162,128.800003,132.259995,127.82,130.339996,90.645241,6052000
3163,132.5,132.5,129.009995,130.854996,91.003372,7349230
3164,130.899994,139.899994,129.604996,137.985001,95.96196,7867660
3165,137.524994,137.524994,132.110001,132.654999,92.255203,5423630
3166,134.899994,135.5,130.199997,133.005005,92.498619,4179520
3167,131.029999,133.369995,127.529999,130.330002,90.638283,8971380
3168,133.095001,133.399994,130.089996,130.830002,90.986008,5515950
3169,131.800003,141.5,131.800003,140.119995,97.446754,18132640
3170,140.5,147.445007,138.199997,146.074997,101.588165,8975360
3171,145,151.645004,142.820007,150.824997,104.891556,6995710
3172,150.880005,150.880005,143.570007,144.535004,100.517189,5479870
3173,146.994995,146.994995,140.809998,144.259995,100.325935,12211510
3174,145.470001,150.800003,145.050003,150.039993,104.345634,5451640
3175,150.039993,154.899994,150.039993,152.335007,105.941711,11563080
3176,151.899994,155.899994,150.139999,154.779999,114.00325,5915690
3177,154.809998,154.809998,150.5,152.414993,112.261307,8090710
3178,154.5,157.695007,153.199997,154.039993,113.458191,5983880
3179,154,155.884995,151.619995,152.854996,112.585381,4201550
3180,152.5,155,152.5,154.285004,113.638657,4309980
3181,153.949997,155.199997,151.535004,154.190002,113.568665,3440580
3182,150,152.339996,145.220001,150.835007,111.097542,5890680
3183,156.235001,160,144.320007,145.25,106.983925,6204230
3184,142.634995,147.690002,142.634995,146.804993,108.129242,2617630
3185,148.970001,149.5,146.005005,148.024994,109.027847,5241620
3186,146.5,147.470001,145,146.479996,107.889885,6026880
3187,145.229996,148.675003,145.229996,147.850006,108.898949,2317940
3188,151,152.770004,149.199997,150.039993,110.512001,4909260
3189,150,150.5,145,146.119995,107.624725,6313120
3190,145.009995,145.009995,139.244995,141.005005,103.857269,14458840
3191,140.800003,140.800003,135.100006,138.375,101.920135,5134010
3192,140.800003,141.080002,137.210007,138.149994,101.754417,6643420
3193,137,138.149994,133.600006,134.759995,99.257507,3908590
3194,136.490005,137,131.899994,133.270004,98.160049,6282550
3195,133.470001,136.059998,131.699997,135.134995,99.533707,4127010
3196,136.5,137.479996,130.399994,131.955002,97.19149,6417260
3197,130.100006,138.289993,130.100006,136.869995,100.811615,6580760
3198,138,138,129.399994,131.050003,96.52491,4910970
3199,131,131,124.650002,126.639999,93.276726,5200410
3200,127,127,119.610001,121.5,89.49086,4844590
3201,122,128.990005,118.040001,124.815002,91.93251,10616470
3202,125,127.495003,121.800003,123.245003,90.776131,9996580
3203,120,120.004997,115.900002,118.360001,87.178078,5561890
3204,117,119.489998,112,113.235001,83.403282,15578710
3205,114.5,120.974998,112.230003,119.635002,88.117195,12784470
3206,115.629997,117.480003,112.125,116.154999,85.553993,12337690
3207,115.239998,117.349998,111.349998,112.214996,82.65197,7253270
3208,113.760002,117.199997,113,114.925003,84.648033,10051630
3209,115,122.5,115,121.364998,89.391418,12872220
3210,123.199997,123.199997,116.239998,116.839996,86.058525,10737990
3211,112.230003,115.5,111.199997,112.294998,82.710922,5970000
3212,112.199997,113.800003,109.254997,109.824997,80.891632,6490850
3213,107.5,111.989998,107.5,109.555,80.692757,7434230
3214,108,110.889999,104.199997,105.964996,78.048531,3611410
3215,104,108.18,101.514999,107.434998,79.131279,12971760
3216,108.089996,109.879997,104.010002,106.050003,78.111153,13987170
3217,104.900002,104.900002,99.599998,102.160004,75.245972,10459010
3218,101,101.540001,99.5,100.739998,74.200066,6711640
3219,101.5,101.5,95.004997,96.525002,71.095505,10231680
3220,96.5,105,95.800003,102.760002,75.687904,9040170
3221,101.800003,102,94.5,98.445,72.509682,17021890
3222,98.614998,100.699997,98.309998,100.029999,73.677116,14015130
3223,100,105,99.629997,100.540001,74.052742,13956330
3224,100,102.970001,96,100.175003,73.783928,12081920
3225,102.900002,106.690002,100.029999,105.824997,77.945427,23313860
3226,105,107.650002,103.129997,105.419998,77.647118,13095150
3227,104.5,107.5,103.510002,106.779999,78.648827,10524820
3228,106.779999,107,101.125,103.165001,75.986191,9648400
3229,101.980003,101.980003,91.195,91.815002,67.62635,18560790
3230,91.800003,94,89.230003,90.360001,66.554695,10915850
3231,94.879997,97.900002,94.800003,95.864998,70.609383,23244500
3232,97.370003,104.300003,97.370003,103.449997,76.196121,28339150
3233,105,109.389999,104.519997,108.370003,79.819939,12365120
3234,107.004997,117.504997,107.004997,110.129997,81.116272,22574180
3235,113.550003,121.5,113.550003,120.459999,88.724831,23783480
3236,124.400002,124.900002,118.550003,121.389999,89.409836,13230330
3237,115.32,119.470001,111.800003,112.644997,82.968697,20062080
3238,112.644997,115.470001,111,112.720001,83.023933,14884020
3239,111.970001,111.970001,100.300003,102.93,75.813118,24735410
3240,105,110.5,104.5,109.404999,80.582275,18117770
3241,110,112.879997,105.824997,109.815002,80.884262,18039750
3242,109.470001,112.5,102.625,110.830002,81.631859,30685000
3243,111.019997,113.445,109.529999,110.875,81.665001,10056930
3244,110.025002,119.5,109.800003,118.449997,87.24437,20858170
3245,121.199997,129.330002,119.769997,121.639999,89.593964,33273800
3246,120,126.5,120,125.264999,92.263962,18897530
3247,125,129.5,122.599998,128.309998,94.50676,21243520
3248,132.979996,133.580002,129.100006,131.149994,96.598564,26628650
3249,131.199997,132,125.519997,126.504997,93.177284,13596040
3250,124.125,125,121.230003,121.735001,89.663956,12159990
3251,121.735001,121.735001,116.5,117.480003,86.529915,9742920
3252,116.900002,122.379997,116.040001,120.355003,88.647507,15046940
3253,119,121,116.629997,120.684998,88.890549,9180240
3254,121.220001,124.800003,120.139999,123.82,91.199646,10909540
3255,123.199997,124,116.050003,116.635002,85.907532,6941180
3256,116,119.800003,115.099998,119.400002,87.944099,10062190
3257,121.010002,124.18,120.425003,120.769997,88.953171,7531350
3258,120,126.199997,119.574997,125.129997,92.16452,14303900
3259,126.379997,126.800003,122.599998,123.400002,90.890297,14241010
3260,123,124.769997,119.800003,121.309998,89.350906,13568180
3261,123.620003,129.470001,123.620003,127.669998,94.035362,12444460
3262,124.949997,131,124.949997,129.830002,95.62632,7211740
3263,130.240005,138.600006,128.509995,133.964996,98.671951,28561030
3264,130.020004,133.639999,128.729996,130.304993,95.976166,25190660
3265,127.5,128,124,124.849998,91.958298,23965120
3266,129.399994,131.899994,129.095001,130.110001,95.832558,17108360
3267,127,131.350006,126.629997,129.360001,95.280136,17933580
3268,128.979996,128.979996,125,127.57,93.961708,16696920
3269,126.504997,128.389999,124.800003,125.300003,92.289742,12170200
3270,125.514999,127.470001,122.300003,124.470001,91.678421,13034290
3271,120.525002,121.5,115.584999,120.339996,88.636436,17413330
3272,115,124.400002,107.574997,123.035004,90.62146,14146790
3273,124.769997,124.800003,116.529999,118.735001,87.454292,16686490
3274,117.889999,123.400002,108.699997,122.375,90.13533,27105720
3275,126.025002,130.399994,125.514999,129.955002,95.718399,18163130
3276,130.600006,132.205002,128.220001,130.070007,95.803093,11377090
3277,127.510002,129.175003,122.230003,123.375,90.871872,11054940
3278,124.879997,129.5,124.879997,128.059998,94.322624,13079970
3279,127.510002,131.479996,126.809998,130.065002,95.799416,17412340
3280,129.994995,130,123.019997,124.459999,91.671036,13086330
3281,126.699997,126.699997,118.519997,120.035004,88.411812,14260730
3282,114,124.315002,114,122.970001,90.573586,23163200
3283,123.800003,130.5,121.139999,129.524994,95.401657,13669400
3284,128,130.869995,126.334999,127.574997,93.965385,13953420
3285,125,126,119.230003,120.275002,88.588577,15018590
3286,123.014999,125,109.309998,112.885002,83.14547,28642690
3287,109.400002,113.099998,97.5,110.605003,81.466133,33813150
3288,104.010002,109.800003,97.510002,104.775002,77.17205,45386960
3289,107.050003,119,104.910004,117.305,86.401024,22046420
3290,122.5,124.800003,112.599998,114.099998,84.040367,21975310
3291,111.5,115.389999,110.300003,113.675003,83.727341,16445360
3292,109.900002,112.129997,104.099998,109.330002,80.527046,27313620
3293,112.800003,114.5,100.5,102.635002,75.59584,17117140
3294,103.5,111.285004,103.099998,108.035004,79.573212,12182810
3295,110,112.199997,107.209999,108.955002,80.250839,15447680
3296,107,110.5,104,104.849998,77.227287,12960220
3297,102.5,111.800003,99.705002,107.425003,79.123901,17067570
3298,105,105,92.235001,97.290001,71.658966,31967620
3299,95,95,86.199997,93.230003,68.668579,17108110
3300,99,99.995003,92.035004,95.095001,70.042244,23982790
3301,96.5,106,96.5,102.260002,75.319618,29372790
3302,105.514999,109.800003,104,107.055,78.851379,21550360
3303,107.945,113.175003,105.014999,111.264999,81.952255,21047690
3304,114.504997,116.800003,108,109.834999,80.898994,15012760
3305,106.010002,110.5,103.129997,106.224998,78.240044,13054380
3306,106.599998,111.5,103.199997,108.980003,80.269249,13780370
3307,111,111.470001,105.25,110.07,81.072083,18493570
3308,108.199997,108.800003,101.514999,102.334999,75.374863,12354100
3309,100.004997,106.099998,99.220001,100.665001,74.144829,19011220
3310,103.099998,105.900002,100.239998,100.894997,74.314224,17889030
3311,101.110001,101.480003,90.629997,93.644997,68.974236,35846110
3312,92,93.074997,88.565002,91.510002,67.401726,25120910
3313,92.5,97.400002,87.010002,88.455002,65.15155,24388690
3314,85.970001,85.970001,80.900002,82.120003,60.485512,32424640
3315,83.004997,86.800003,79.800003,85.644997,63.081837,31007950
3316,85.5,85.705002,80.800003,82.910004,61.067375,18036670
3317,84.5,88.5,82.830002,83.540001,61.531391,24169950
3318,85,92.449997,83.5,90.605003,66.735123,24273800
3319,0,0,0,0,0,0
3320,81.004997,93.599998,79.154999,92.275002,67.965179,27592520
3321,92.5,97,89,89.885002,66.204811,21478500
3322,87.995003,89.474998,84.510002,88.589996,65.250977,17364840
3323,90.199997,90.199997,86.110001,88.040001,64.845879,19717260
3324,87.199997,91.870003,87.199997,91.195,67.169693,17895490
3325,92,93.599998,86.5,89.029999,65.575066,19920390
3326,92.445,95.400002,88.209999,89.800003,66.142204,24643320
3327,90.300003,93.995003,90.300003,92.375,68.038826,32299370
3328,92.5,94.900002,90.214996,91.855003,67.655838,22329190
3329,90.5,93,87.599998,91.995003,67.758949,16075520
3330,93.514999,95.870003,92.5,94.425003,69.548752,15353390
3331,93.699997,99.900002,93.230003,98.495003,72.546509,18939250
3332,100.32,102,98.800003,100.220001,73.817055,25798390
3333,99.809998,106.989998,99.300003,105.864998,77.974884,19852650
3334,105.099998,108.434998,103.260002,105.209999,77.492447,20291690
3335,105.199997,106.5,100.800003,101.849998,75.017639,11942690
3336,101.199997,101.800003,97.315002,97.980003,72.167206,13169430
3337,99.440002,100,94.199997,98.419998,72.491264,13548740
3338,99.5,101.989998,96.599998,97.279999,71.651604,8388570
3339,95.639999,101,95.599998,100.235001,73.82811,13030290
3340,99.904999,103.43,99.529999,101.900002,75.054451,18855380
3341,103.199997,103.199997,98.845001,99.834999,73.533493,10393370
3342,102,103.199997,100.32,101.565002,74.807724,10468520
3343,103,104.949997,102.805,104.410004,76.903206,10059080
3344,104.415001,111.300003,103.400002,110.040001,81.04998,18289930
3345,111.5,112.525002,99.599998,100.925003,74.336327,37782380
3346,100,105.699997,97.5,101.75,74.943985,21413570
3347,101.199997,102.199997,99,100.370003,73.927551,18056570
3348,100,101.199997,97.510002,98.885002,72.833763,12528110
3349,104.470001,104.470001,96.690002,97.754997,72.001472,28325170
3350,96,96,90.705002,92.480003,68.116165,29247490
3351,93.800003,94.455002,92.220001,93.754997,69.05526,7808800
3352,94.900002,95.449997,93.150002,94.110001,69.31675,10148450
3353,92.5,92.5,90.199997,91.245003,67.206528,8011110
3354,90.68,90.68,88,88.945,65.512459,19760400
3355,90,91.699997,88.199997,90.050003,66.326347,16299600
3356,89.260002,91.129997,86.510002,87.245003,64.260323,15929700
3357,89.699997,90.394997,88,88.945,65.512459,12274930
3358,89.800003,91.580002,89.535004,91.175003,67.154968,13174590
3359,92.489998,93.754997,91,92.345001,68.016716,23436980
3360,89.239998,93.5,89.239998,92.559998,68.175079,7484510
3361,92,92.050003,87.699997,88.870003,65.45723,13079720
3362,89.535004,90.980003,89,89.82,66.156937,11480200
3363,91,92.254997,88.214996,88.584999,65.247292,37993560
3364,89.495003,89.970001,88.010002,88.425003,65.129456,10773010
3365,89.300003,90.480003,88.639999,89.839996,66.171677,11709830
3366,90.800003,92.199997,90.300003,91.945,67.722115,10290560
3367,92.525002,95.815002,92.135002,94.699997,69.751297,8321990
3368,92.699997,94.294998,90.699997,93.449997,68.830612,9321390
3369,93.519997,94.099998,92.455002,93.385002,68.782745,7140320
3370,94,95.389999,93.699997,94.415001,69.541397,7607900
3371,94,94,90.800003,91.394997,67.317001,13997680
3372,90.699997,91.440002,87.025002,88.029999,64.838516,17182670
3373,87.5,88.800003,86.495003,87.639999,64.551262,7830490
3374,88.400002,89.220001,87.434998,88.455002,65.15155,8960790
3375,87.599998,87.889999,85.360001,86.650002,63.822083,9997450
3376,85.300003,86,83.5,85.449997,62.938213,7685210
3377,86.489998,87.135002,86.019997,86.43,63.660042,10926310
3378,86.629997,88.285004,84.099998,87.480003,64.433411,32437620
3379,87.099998,89.790001,84.300003,88.949997,65.516136,13551940
3380,87.309998,87.695,83.75,84.57,62.290051,18569110
3381,83.695,84.32,82,83.150002,61.244156,16714920
3382,83.099998,85,83,83.900002,61.796558,17119990
3383,84.970001,85.449997,79.114998,80.139999,59.027142,24224790
3384,80,82.794998,77.400002,80.18,59.056595,23708540
3385,79.900002,81.470001,78.224998,79.875,58.831936,17589460
3386,81.5,83.400002,79.114998,79.864998,58.824585,28705440
3387,81.5,83.68,81.224998,83.425003,61.446712,45726300
3388,84,85.260002,82.665001,84.485001,62.22744,27255110
3389,84.400002,85.900002,80.910004,82.815002,60.997402,20923510
3390,83.989998,86,83.220001,84.300003,62.091183,18910410
3391,84.870003,86.300003,81.900002,83.239998,61.31044,24426110
3392,82.985001,84.169998,81.099998,83.93,61.818653,20286070
3393,85.385002,89.980003,84.199997,88.5,65.184692,20449730
3394,91.625,97.400002,91,94.169998,69.360924,37700540
3395,94.790001,97.690002,93.699997,97.214996,71.603729,17909000
3396,98.800003,100.5,97.514999,99.339996,73.168907,23156420
3397,98.099998,101.300003,98.089996,100.144997,73.761826,22880780
3398,98,98,94.07,94.550003,69.640839,13254840
3399,95.199997,98.790001,90.440002,97.339996,71.695801,37202700
3400,98.5,100.5,95.160004,100,73.655014,12946820
3401,101.099998,105.190002,101.099998,103.654999,76.347107,17795660
3402,105.5,107.5,104.025002,106.415001,78.379974,13472880
3403,106.5,106.5,99.230003,104.675003,77.098396,26514260
3404,106.379997,108,103.209999,104.440002,76.925316,14886190
3405,104,111.495003,104,109.834999,80.898994,17111010
3406,105.485001,110.470001,104.25,108.275002,79.749977,31337760
3407,109.879997,110.775002,105.724998,106.610001,78.523613,19520750
3408,108.400002,109.800003,105.654999,107.190002,78.950813,23521060
3409,107,110,104.824997,106.709999,78.597275,11465890
3410,104,110,103.480003,108.709999,80.070374,15048050
3411,109,110.235001,106.5,108.934998,80.236084,12091220
3412,109.5,110,106.550003,109.25,80.468109,14411550
3413,110,112.290001,107.699997,111.025002,81.77549,18655130
3414,110,113.995003,109,111.540001,82.154808,14392790
3415,111.824997,112.699997,106.300003,107.184998,78.947144,14800880
3416,108.599998,111,107.199997,110.035004,81.046295,21428150
3417,221,221,221,221,162.777603,0
3418,115.004997,120.699997,112.025002,119.940002,88.341835,22633070
3419,120.68,120.995003,116.5,119.324997,87.888855,15231940
3420,119.010002,119.900002,116.099998,117.195,86.319992,12143090
3421,118,118.800003,116.665001,117.635002,86.644096,7728840
3422,116,117.5,111.455002,114.404999,84.265015,22569330
3423,118.769997,118.769997,113.800003,114.699997,84.4823,16918360
3424,114.400002,120.394997,113.925003,119.529999,88.039848,17304420
3425,119.5,119.879997,114.699997,116.43,85.756554,23759760
3426,115.224998,116.900002,112.125,116.364998,85.708679,9601650
3427,117.5,119.199997,115.720001,118.495003,87.277512,20759960
3428,126.114998,153.970001,126.114998,137.809998,101.503998,135750
3429,139.199997,149.899994,120.629997,141.179993,103.986153,49653480
3430,139.699997,141.100006,135.100006,138.059998,101.688133,14518990
3431,137.440002,140.5,133.419998,137.100006,100.981033,19088350
3432,135.899994,139.389999,134.115005,136.985001,100.896332,9138040
3433,137.5,138.985001,134.639999,136.360001,100.435982,8380670
3434,136.850006,139.195007,132.5,133.600006,98.403114,12475810
3435,137.009995,141.899994,136.725006,140.910004,103.7873,26970540
3436,140.100006,145.369995,138.399994,143.994995,106.059547,35154430
3437,144.460007,145.990005,142.100006,144.449997,106.394669,15360700
3438,145.399994,148.399994,141.675003,143.365005,105.595528,11111180
3439,143.449997,145,137.899994,139.779999,102.954979,9788620
3440,142,142.800003,134.789993,137.074997,100.962616,14329760
3441,136.100006,139.970001,135.199997,138.880005,102.292107,12131480
3442,139.889999,143.100006,138.514999,141.860001,104.487007,10107420
3443,142,142.5,138.5,140.005005,103.120705,7854740
3444,138.990005,143,137.820007,142.024994,104.608536,6446650
3445,144.024994,154.899994,143.5,150.125,110.574608,16238230
3446,152.5,157,150.130005,155.649994,114.644043,18136490
3447,156.649994,157.899994,151.600006,152.815002,112.555923,11743780
3448,152.369995,156.050003,150.199997,153.304993,112.916824,9209670
3449,150.800003,155,148.649994,154.619995,113.885399,13729040
3450,154,158.399994,152,154.475006,113.77858,17855710
3451,153,156.470001,150.675003,152.485001,112.312874,15667760
3452,153.509995,156.889999,152.5,155.884995,114.817139,8915220
3453,157.869995,157.869995,152.419998,154.309998,121.447922,10216530
3454,151.470001,151.470001,145.634995,148.544998,116.91066,14706500
3455,153.660004,153.660004,145.119995,145.770004,114.726608,11891810
3456,149.970001,149.970001,145.600006,146.449997,115.261803,19891170
3457,148,150.119995,147.100006,149.830002,117.92202,18387660
3458,150.5,153.289993,149.199997,150.779999,118.66967,18100240
3459,152.395004,152.5,147.925003,149.315002,117.516678,10292420
3460,149.800003,151.800003,148.315002,150.25,118.252548,5927280
3461,150.899994,150.899994,146.524994,150.050003,118.095139,6792600
3462,148.990005,152.5,148.300003,151.574997,119.295364,9805270
3463,152.5,154.800003,140,142.395004,112.070374,15250410
3464,144,144.970001,140.5,142.729996,112.33403,10339870
3465,141.470001,141.5,136.024994,137.529999,108.241432,10809700
3466,137.600006,140.899994,136.5,139.990005,110.177544,5845740
3467,140.5,141.479996,136.029999,137.884995,108.520813,10733910
3468,137,138.190002,135,137.380005,108.123375,7641280
3469,139.115005,142.979996,134.220001,136.255005,107.237961,25535120
3470,139,139,133.304993,138.175003,108.749062,21291690
3471,140,140.699997,136.199997,139.044998,109.433784,14423200
3472,139,144.884995,137.404999,143.664993,113.069901,12488670
3473,145.100006,148.600006,142.029999,147.375,115.98983,11256780
3474,146.699997,147.960007,145.164993,146.089996,114.978455,8386610
3475,147,147.369995,143.300003,144.514999,113.738884,14934610
3476,145.964996,147.024994,143.464996,145.904999,114.83287,12939260
3477,146,146.800003,142.899994,144.994995,114.116661,11055600
3478,145.699997,147,142.5,143.339996,112.814117,9851210
3479,144.399994,144.5,139.699997,142.445007,112.109726,16498240
3480,143.770004,143.770004,138.5,141.869995,111.657166,9952600
3481,141.869995,147.199997,139.899994,146.434998,115.25,18620770
3482,148.014999,150.949997,147.425003,149.910004,117.984978,12897840
3483,150,150.899994,146.014999,149.345001,117.540283,5464490
3484,150.5,150.774994,145.639999,146.904999,115.619904,9723610
3485,147.869995,147.869995,143.380005,144.785004,113.951401,10904220
3486,144,145.5,140.199997,141.360001,111.255775,16653100
3487,141,142.600006,137.899994,139.020004,109.414124,14244010
3488,141.399994,141.509995,136,137.535004,108.245377,13839860
3489,137.5,138.789993,136,137.914993,108.544434,10135360
3490,136.5,141.199997,135.5,140.625,110.677307,9196410
3491,143.490005,143.490005,140.524994,142.455002,112.117592,10265640
3492,144.899994,144.899994,141.100006,142.729996,112.33403,6128200
3493,140.899994,142.074997,139.5,140.619995,110.67337,13490650
3494,140.100006,145.490005,140.100006,144.089996,113.404404,12637250
3495,144.095001,145.970001,141.100006,144.975006,114.100937,11001730
3496,145.899994,149,145.5,148.005005,116.485664,7238800
3497,147.899994,148.5,144.535004,146.595001,115.375931,10416970
3498,149.800003,150.179993,146.699997,148.464996,116.847687,6370940
3499,146.850006,149.899994,146.050003,148.695007,117.028709,4774490
3500,149.800003,151.869995,145.005005,146.059998,114.954857,6553420
3501,145,146.199997,144.399994,145.699997,114.671555,7419020
3502,145.5,146.5,143.5,145.774994,114.730553,4587910
3503,143.5,148.304993,143.5,147.100006,115.773376,6597470
3504,148.005005,148.684998,142.779999,144.610001,113.813652,6157040
3505,143.205002,145.184998,142.535004,143.875,113.235191,3171370
3506,144.5,144.800003,142.5,143.539993,112.971527,5029830
3507,143.5,146,142.5,145.425003,114.455101,5333860
3508,146.005005,147.600006,144.820007,146.740005,115.490051,7618340
3509,147.464996,148.195007,145,145.684998,114.659729,7411310
3510,146.479996,148.199997,145.559998,147.544998,116.123619,13553000
3511,149,150.300003,148,148.554993,116.918518,8887250
3512,149,149.610001,146.460007,149.125,117.367134,7215440
3513,149.125,150.399994,148.399994,149.380005,117.567841,6227390
3514,149.5,151.824997,149.214996,151.425003,119.177315,10878400
3515,153,153.505005,150.570007,151.679993,119.377998,11578720
3516,152.729996,153.899994,152.070007,153.490005,120.802551,12056100
3517,153.600006,153.770004,151.100006,152.445007,119.980118,4114790
3518,152,155,151.600006,154.634995,121.703697,6725810
3519,155.5,159.889999,153.149994,156.960007,123.533585,13065700
3520,154.595001,163.669998,154.595001,162.380005,127.799355,22225260
3521,160.279999,162.425003,159.199997,160.854996,126.599106,5618820
3522,162.399994,163.479996,160.110001,161.134995,126.819473,3887000
3523,161.600006,166,160.419998,165.050003,129.900711,11988620
3524,164,166.839996,162.024994,164.429993,129.41275,8647990
3525,162.100006,164.5,161.699997,163.404999,128.606033,5484940
3526,165.899994,166.490005,160.490005,165.964996,130.620865,5753640
3527,167.399994,171,167,167.770004,132.041473,10843330
3528,166,169.490005,164.994995,168.735001,132.80098,8404940
3529,166,169,166,167.565002,131.880127,4504800
3530,166.300003,171,164.5,170.225006,133.973663,7800690
3531,338.390015,338.390015,338.390015,338.390015,266.325989,0
3532,170.5,172.899994,168.615005,170.220001,133.969711,7821210
3533,171.035004,173.5,169.410004,172.229996,135.551666,9386160
3534,173.199997,173.880005,171.235001,171.964996,135.343094,8259850
3535,168.264999,172,168,169.130005,133.111847,4694190
3536,166,170.205002,165.085007,166.110001,130.735001,6423760
3537,164.100006,167.699997,164,166.600006,131.120636,3789870
3538,167.5,169.899994,166.119995,169.190002,133.159073,3788490
3539,167.100006,169.699997,166.5,169.289993,133.237778,4082410
3540,166,170,166,167.009995,131.443314,9577570
3541,166,166.979996,160.514999,161.955002,127.464844,6660450
3542,160.5,163.940002,157.024994,161.320007,126.965073,10245440
3543,162.199997,168.800003,160.550003,162.070007,127.555359,7646190
3544,161.679993,163.949997,158.399994,160.050003,125.965546,4751260
3545,160.5,164.699997,158.134995,162.395004,127.81115,6275230
3546,161.979996,163.779999,158.699997,162.335007,127.763916,9871450
3547,163.5,165.350006,162.199997,164,129.074356,5739060
3548,164.100006,171,164,170.744995,134.382919,8736220
3549,170.035004,174.190002,169.169998,170.345001,134.0681,9364350
3550,167.539993,174,167.539993,173.585007,136.618103,7595900
3551,172.865005,174.199997,170.759995,171.654999,135.099106,7844950
3552,170.554993,174.100006,170.554993,172.225006,135.547745,8622910
3553,172.294998,174.979996,171.899994,172.360001,135.653976,6065560
3554,174.485001,175.695007,170.130005,174.964996,137.704224,7006900
3555,171.175003,175.5,171.175003,174.960007,137.700302,9465300
3556,174.800003,174.800003,170.399994,171.955002,135.33522,5941120
3557,170.899994,176.149994,170.899994,175.399994,138.046585,7653960
3558,173.529999,178,173.529999,176.544998,138.947708,5873220
3559,175,178,174.009995,177.690002,139.848892,4401650
3560,175.134995,180.899994,175.134995,180.270004,141.879456,7874790
3561,175,181,175,176.119995,138.613235,8028820
3562,174.199997,176.369995,168.235001,175.035004,137.759308,7487760
3563,176.5,178.699997,174.225006,176.625,139.010712,8755640
3564,177.970001,179.899994,175,178.970001,140.856308,5487530
3565,178.009995,181.350006,177.625,180.710007,142.225754,11851660
3566,178.854996,182.399994,178.854996,180.695007,142.213943,4876470
3567,178.615005,180.100006,177.509995,178.955002,140.844498,3389280
3568,179,180.770004,178.494995,179.735001,141.458405,4551060
3569,178.699997,183.899994,177.240005,183.324997,144.28389,6830640
3570,180.565002,183.479996,179.149994,180.434998,142.009323,8034370
3571,179.134995,180.5,177.235001,178.509995,140.494278,6116960
3572,178.884995,179.899994,176.309998,178.514999,140.498215,5976600
3573,178.470001,180,174.899994,175.729996,138.30629,8071120
3574,173.654999,176.699997,169,170.080002,133.859528,8543180
3575,167.660004,170.884995,167.5,169.335007,133.273178,8580920
3576,168,169.699997,166.699997,167.149994,131.553513,6597670
3577,165.139999,167.320007,164.684998,166.410004,130.971085,6281780
3578,166.410004,167.119995,164.705002,165.274994,130.077835,8594430
3579,166,166.720001,164.210007,164.654999,129.589844,6274310
3580,0,0,0,0,0,0
3581,0,0,0,0,0,0
3582,0,0,0,0,0,0
3583,0,0,0,0,0,0
3584,0,0,0,0,0,0
3585,170,172.850006,169.255005,170.570007,134.245209,3050490
3586,171,172.5,170.5,170.720001,134.363205,8386600
3587,171.399994,172,168.809998,170.835007,134.453751,6639840
3588,176.839996,176.839996,170.160004,171.279999,134.80397,6123980
3589,171.199997,172.339996,170.100006,171.505005,134.981079,7085900
3590,174.865005,174.865005,170.25,170.815002,134.438019,13766610
